Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
Yaris,Jubail,Toyota,Manual,Saudi,Standard,2016.0,1.5,134000.0,23000.0
Rare,Riyadh,Rare,Automatic,Saudi,Semi Full,2012.0,4.0,243000.0,50000.0
Rare,Aseer,Hyundai,Automatic,Saudi,Semi Full,2016.0,3.3,255000.0,51000.0
Rare,Jeddah,Rare,Automatic,Saudi,Semi Full,2020.0,2.0,19000.0,88000.0
Rare,Riyadh,Toyota,Manual,Saudi,Full,2019.0,4.0,58428.0,138500.0
Rare,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2017.0,2.5,175000.0,49000.0
Rare,Dammam,Rare,Automatic,Saudi,Full,2014.0,3.0,118000.0,145000.0
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018.0,1.4,67000.0,32000.0
Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2016.0,1.6,141000.0,36000.0
6,Riyadh,Mazda,Automatic,Gulf Arabic,Standard,2017.0,2.5,48004.0,55000.0
Rare,Qassim,Nissan,Automatic,Gulf Arabic,Full,2015.0,2.5,119500.0,47000.0
Rare,Jeddah,Rare,Automatic,Saudi,Full,2009.0,5.0,195000.0,45000.0
Impala,Aseer,Chevrolet,Automatic,Saudi,Standard,2016.0,3.5,139000.0,65000.0
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2015.0,4.6,83000.0,160000.0
Innova,Makkah,Toyota,Automatic,Saudi,Standard,2015.0,2.7,250000.0,38500.0
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2014.0,4.6,106000.0,129000.0
Taurus,Riyadh,Ford,Automatic,Saudi,Semi Full,2015.0,3.6,203000.0,55000.0
Camry,Dammam,Toyota,Automatic,Gulf Arabic,Semi Full,2017.0,2.5,120500.0,50000.0
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2017.0,1.4,13400.0,65000.0
Rare,Dammam,Kia,Automatic,Saudi,Standard,2014.0,1.4,78000.0,24000.0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2018.0,2.4,84655.0,61500.0
Rare,Rare,Hyundai,Automatic,Saudi,Full,2018.0,1.6,11800.0,56000.0
Rare,Abha,Chevrolet,Automatic,Saudi,Standard,2018.0,4.3,70000.0,77000.0
Accord,Riyadh,Honda,Automatic,Saudi,Full,2016.0,3.5,89000.0,80000.0
Rare,Riyadh,Chevrolet,Automatic,Other,Full,2016.0,3.6,118993.0,107000.0
Rare,Al-Ahsa,Lexus,Automatic,Gulf Arabic,Full,2017.0,1.0,69000.0,163000.0
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2015.0,1.6,176277.0,37000.0
Rare,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2015.0,2.4,156000.0,56500.0
Rare,Jubail,BMW,Automatic,Gulf Arabic,Standard,2018.0,2.0,16000.0,145000.0
Rare,Dammam,Toyota,Automatic,Saudi,Semi Full,2016.0,5.7,333000.0,78000.0
Taurus,Riyadh,Ford,Automatic,Other,Semi Full,2010.0,3.5,318000.0,23000.0
Elantra,Dammam,Hyundai,Automatic,Saudi,Semi Full,2019.0,1.6,86000.0,54000.0
Rare,Riyadh,Rare,Automatic,Other,Semi Full,2017.0,3.6,108828.0,94000.0
Rare,Al-Medina,Rare,Automatic,Saudi,Full,2009.0,5.0,214000.0,85000.0
Camry,Qassim,Toyota,Automatic,Gulf Arabic,Standard,2016.0,2.5,117000.0,60000.0
Rare,Al-Ahsa,Hyundai,Automatic,Saudi,Full,2016.0,3.3,157000.0,69000.0
Rare,Riyadh,Rare,Automatic,Other,Full,2008.0,4.8,152750.0,50000.0
Pajero,Khobar,Mitsubishi,Automatic,Saudi,Standard,2015.0,3.5,264000.0,38000.0
Accord,Dammam,Honda,Automatic,Gulf Arabic,Full,2019.0,1.5,8200.0,107000.0
Rare,Riyadh,Ford,Automatic,Gulf Arabic,Full,2016.0,3.5,127000.0,88000.0
Rare,Al-Ahsa,Hyundai,Automatic,Saudi,Semi Full,2017.0,1.6,125000.0,57000.0
Furniture,Dammam,Toyota,Automatic,Saudi,Semi Full,2020.0,4.0,40000.0,132000.0
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2010.0,5.3,352000.0,42000.0
Rare,Riyadh,Toyota,Automatic,Saudi,Full,2016.0,5.7,134000.0,90000.0
Expedition,Jubail,Ford,Automatic,Saudi,Semi Full,2014.0,5.4,184000.0,52000.0
Rare,Al-Ahsa,Rare,Automatic,Saudi,Full,2012.0,2.0,210000.0,27000.0
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018.0,1.5,52000.0,31000.0
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2015.0,5.3,101060.0,125000.0
Rare,Jeddah,Ford,Automatic,Saudi,Full,2011.0,3.5,70000.0,60000.0
Rare,Riyadh,Lexus,Automatic,Saudi,Full,2016.0,3.5,104000.0,148000.0
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2018.0,1.6,52000.0,51000.0
Tahoe,Abha,Chevrolet,Automatic,Saudi,Standard,2016.0,5.3,217000.0,87000.0
Furniture,Riyadh,Toyota,Automatic,Saudi,Semi Full,2019.0,3.0,40000.0,93000.0
Taurus,Dammam,Ford,Automatic,Other,Semi Full,2019.0,3.5,108000.0,97000.0
Rare,Dammam,Mazda,Automatic,Gulf Arabic,Standard,2016.0,1.6,165000.0,45000.0
Expedition,Dammam,Ford,Automatic,Saudi,Standard,2013.0,5.4,78000.0,64000.0
Rare,Jeddah,BMW,Automatic,Saudi,Full,2015.0,3.5,110000.0,105000.0
Rare,Riyadh,Mazda,Automatic,Saudi,Standard,2020.0,2.0,14501.0,66000.0
Rare,Jeddah,Mazda,Automatic,Saudi,Standard,2020.0,2.5,20000.0,115000.0
Yaris,Riyadh,Toyota,Automatic,Saudi,Standard,2014.0,1.4,201000.0,23000.0
ES,Riyadh,Lexus,Automatic,Gulf Arabic,Standard,2019.0,3.5,39000.0,150000.0
Rare,Dammam,Nissan,Automatic,Saudi,Semi Full,2016.0,5.6,50000.0,150000.0
Elantra,Jeddah,Hyundai,Automatic,Saudi,Standard,2019.0,1.6,76014.0,48000.0
Rare,Riyadh,Ford,Automatic,Other,Full,2008.0,4.6,171000.0,27000.0
Rare,Riyadh,Chevrolet,Automatic,Other,Full,2017.0,5.3,153000.0,162000.0
Charger,Rare,Dodge,Automatic,Saudi,Full,2013.0,5.7,145000.0,35000.0
ES,Dammam,Lexus,Automatic,Saudi,Semi Full,2014.0,3.5,121000.0,90000.0
Rare,Dammam,Rare,Automatic,Saudi,Semi Full,2019.0,2.0,43000.0,135000.0
Rare,Qassim,Nissan,Automatic,Saudi,Semi Full,2016.0,5.6,145000.0,128000.0
Rare,Dammam,Rare,Automatic,Saudi,Full,2016.0,3.0,130000.0,125000.0
Rare,Riyadh,Rare,Automatic,Saudi,Full,2019.0,2.0,60000.0,114000.0
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2018.0,1.5,92904.0,25000.0
Pajero,Qassim,Mitsubishi,Automatic,Other,Full,2014.0,3.5,200000.0,39000.0
Taurus,Khobar,Ford,Automatic,Saudi,Standard,2017.0,3.5,125000.0,62000.0
Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Full,2014.0,2.4,290000.0,40000.0
Rare,Jeddah,Kia,Automatic,Saudi,Standard,2019.0,1.4,79000.0,31000.0
Furniture,Dammam,Toyota,Automatic,Saudi,Semi Full,2020.0,4.0,55000.0,123000.0
Rare,Riyadh,Nissan,Manual,Saudi,Semi Full,2015.0,2.0,45000.0,50000.0
Taurus,Khobar,Ford,Automatic,Other,Full,2010.0,3.5,254000.0,35000.0
Furniture,Riyadh,Toyota,Automatic,Saudi,Standard,2019.0,2.7,113000.0,105000.0
Accent,Dammam,Hyundai,Automatic,Saudi,Full,2020.0,1.6,10400.0,53000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017.0,1.6,114482.0,30000.0
Rare,Khobar,Ford,Automatic,Saudi,Semi Full,2012.0,3.5,282000.0,25000.0
Rare,Dammam,Toyota,Manual,Saudi,Standard,2016.0,2.7,264000.0,65000.0
6,Jeddah,Mazda,Automatic,Saudi,Full,2021.0,2.5,14500.0,106000.0
Rare,Riyadh,Ford,Automatic,Gulf Arabic,Full,2016.0,3.5,76677.0,111500.0
Tahoe,Rare,Chevrolet,Automatic,Saudi,Semi Full,2012.0,4.8,100000.0,75000.0
Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Standard,2012.0,5.3,297000.0,52000.0
Rare,Al-Medina,Mazda,Automatic,Saudi,Standard,2018.0,1.6,99000.0,45000.0
Accord,Riyadh,Honda,Automatic,Saudi,Standard,2018.0,1.5,129000.0,68000.0
Prado,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2017.0,4.0,39000.0,151000.0
Tahoe,Dammam,Chevrolet,Automatic,Other,Full,2015.0,5.7,168000.0,110000.0
Rare,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016.0,2.4,179000.0,45000.0
Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2019.0,1.5,61000.0,38000.0
Rare,Jeddah,Mercedes,Automatic,Saudi,Full,2013.0,3.0,121000.0,118000.0
Sonata,Aseer,Hyundai,Automatic,Saudi,Full,2016.0,2.4,230000.0,45000.0
Rare,Riyadh,Nissan,Automatic,Saudi,Full,2016.0,4.8,44000.0,95000.0
Rare,Riyadh,Toyota,Automatic,Saudi,Standard,2018.0,2.5,133578.0,77500.0
ES,Dammam,Lexus,Automatic,Other,Semi Full,2016.0,3.5,88000.0,115000.0
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019.0,1.4,72500.0,40000.0
Elantra,Jeddah,Hyundai,Automatic,Saudi,Full,2017.0,2.0,140000.0,47000.0
Hilux,Dammam,Toyota,Manual,Saudi,Standard,2016.0,1.5,131006.0,58000.0
Camry,Riyadh,Toyota,Automatic,Saudi,Semi Full,2013.0,2.5,300000.0,35000.0
Rare,Riyadh,Mercedes,Automatic,Gulf Arabic,Full,2016.0,2.0,120000.0,135000.0
Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2020.0,2.0,142000.0,53000.0
Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Standard,2013.0,5.3,300000.0,48000.0
Sonata,Jeddah,Hyundai,Automatic,Saudi,Standard,2017.0,2.4,173000.0,44000.0
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2014.0,6.0,180000.0,70000.0
Rare,Riyadh,Rare,Automatic,Saudi,Full,2018.0,5.7,70000.0,123000.0
Rare,Dammam,Kia,Automatic,Saudi,Full,2014.0,2.4,140000.0,45000.0
Rare,Jeddah,Hyundai,Automatic,Gulf Arabic,Standard,2015.0,2.0,66000.0,47000.0
Rare,Dammam,Hyundai,Automatic,Saudi,Full,2018.0,3.5,76000.0,78000.0
Rare,Riyadh,Toyota,Automatic,Saudi,Full,2016.0,4.0,184000.0,100000.0
Rare,Jeddah,Rare,Automatic,Saudi,Standard,2013.0,2.5,160000.0,35000.0
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2018.0,1.6,50000.0,53000.0
Rare,Riyadh,Toyota,Manual,Saudi,Full,2015.0,4.0,203843.0,90000.0
Rare,Riyadh,Hyundai,Automatic,Saudi,Full,2016.0,3.0,91747.0,66500.0
Rare,Riyadh,Mitsubishi,Automatic,Saudi,Standard,2020.0,1.2,15000.0,25000.0
Sonata,Riyadh,Hyundai,Automatic,Gulf Arabic,Full,2016.0,2.4,38000.0,63000.0
Rare,Riyadh,Hyundai,Automatic,Saudi,Standard,2018.0,2.4,90706.0,61500.0
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Full,2014.0,3.8,271943.0,46500.0
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2008.0,1.6,250000.0,22000.0
Rare,Riyadh,Mazda,Automatic,Saudi,Semi Full,2016.0,2.0,104800.0,39000.0
Rare,Riyadh,Ford,Automatic,Other,Semi Full,2011.0,4.6,300000.0,22000.0
Tahoe,Al-Ahsa,Chevrolet,Automatic,Saudi,Standard,2016.0,5.2,144000.0,112000.0
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2014.0,2.0,255000.0,53000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018.0,1.4,124975.0,33000.0
Sunny,Dammam,Nissan,Automatic,Saudi,Standard,2019.0,1.5,77000.0,28500.0
Rare,Riyadh,Jeep,Automatic,Gulf Arabic,Full,2017.0,3.6,42000.0,110000.0
Hilux,Jeddah,Toyota,Manual,Saudi,Full,2016.0,2.7,175000.0,77000.0
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Standard,2019.0,3.5,8968.0,81500.0
Rare,Rare,Jeep,Automatic,Saudi,Semi Full,2014.0,3.6,245000.0,55000.0
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Semi Full,2015.0,5.7,170000.0,150000.0
Rare,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2016.0,5.3,270000.0,75000.0
Rare,Riyadh,Mercedes,Automatic,Saudi,Full,2017.0,2.0,103000.0,110000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2017.0,1.4,133000.0,25000.0
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2018.0,1.6,57000.0,44000.0
Hilux,Dammam,Toyota,Manual,Gulf Arabic,Semi Full,2015.0,2.7,246000.0,57000.0
Expedition,Riyadh,Ford,Automatic,Gulf Arabic,Full,2016.0,5.4,81000.0,88000.0
Rare,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2015.0,3.5,100000.0,87000.0
Pajero,Dammam,Mitsubishi,Automatic,Saudi,Standard,2016.0,3.5,84000.0,42000.0
Rare,Riyadh,Ford,Automatic,Saudi,Semi Full,2009.0,4.6,140000.0,22000.0
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2018.0,1.6,120377.0,42000.0
Tahoe,Dammam,Chevrolet,Automatic,Saudi,Standard,2015.0,5.3,199000.0,97000.0
Rare,Tabouk,Kia,Automatic,Saudi,Semi Full,2018.0,2.4,125000.0,55000.0
6,Riyadh,Mazda,Automatic,Other,Semi Full,2016.0,2.5,216000.0,40000.0
Rare,Rare,Ford,Automatic,Saudi,Standard,2011.0,4.6,128000.0,43000.0
Rare,Riyadh,Nissan,Manual,Saudi,Semi Full,2015.0,2.5,174436.0,35000.0
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2018.0,3.5,91355.0,74500.0
6,Jeddah,Mazda,Automatic,Gulf Arabic,Semi Full,2014.0,2.5,149000.0,45000.0
Rare,Dammam,Chevrolet,Automatic,Saudi,Full,2016.0,3.6,105000.0,47000.0
Rare,Jeddah,Rare,Automatic,Saudi,Semi Full,2020.0,1.4,6000.0,105000.0
Cerato,Dammam,Kia,Automatic,Saudi,Standard,2017.0,1.6,132700.0,29000.0
Rare,Dammam,Hyundai,Automatic,Saudi,Full,2014.0,3.0,142000.0,50000.0
Expedition,Riyadh,Ford,Automatic,Gulf Arabic,Semi Full,2014.0,5.4,132000.0,45000.0
Charger,Jeddah,Dodge,Automatic,Saudi,Full,2017.0,5.7,64000.0,145000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017.0,1.6,109746.0,34000.0
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017.0,1.4,102000.0,27500.0
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019.0,1.4,57000.0,35000.0
Rare,Riyadh,Toyota,Automatic,Saudi,Standard,2015.0,3.5,249539.0,77500.0
Impala,Khobar,Chevrolet,Automatic,Gulf Arabic,Standard,2014.0,3.6,255000.0,43000.0
Rare,Riyadh,Toyota,Automatic,Saudi,Standard,2019.0,3.5,43418.0,115000.0
Rare,Dammam,Kia,Automatic,Gulf Arabic,Semi Full,2016.0,2.5,85000.0,62000.0
ES,Riyadh,Lexus,Automatic,Saudi,Full,2015.0,3.5,85000.0,80000.0
Camry,Riyadh,Toyota,Automatic,Other,Standard,2016.0,2.5,96000.0,60000.0
Rare,Riyadh,Rare,Automatic,Saudi,Semi Full,2019.0,3.8,84000.0,120000.0
Innova,Jeddah,Toyota,Automatic,Saudi,Standard,2018.0,2.7,87000.0,70000.0
Rare,Rare,Chevrolet,Automatic,Saudi,Full,2015.0,5.3,70000.0,160000.0
Land Cruiser,Al-Ahsa,Toyota,Automatic,Saudi,Full,2019.0,4.6,134000.0,170000.0
Prado,Dammam,Toyota,Automatic,Gulf Arabic,Semi Full,2018.0,4.0,19000.0,143000.0
Charger,Dammam,Dodge,Automatic,Other,Full,2015.0,5.7,119000.0,105000.0
Rare,Jeddah,Toyota,Automatic,Saudi,Full,2018.0,6.1,115150.0,95000.0
Camry,Dammam,Toyota,Automatic,Saudi,Standard,2017.0,2.5,314000.0,46000.0
Taurus,Taef,Ford,Automatic,Saudi,Standard,2011.0,3.5,22000.0,50000.0
ES,Riyadh,Lexus,Automatic,Other,Full,2017.0,3.5,34593.0,148000.0
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018.0,1.4,31000.0,35000.0
Rare,Jeddah,Rare,Automatic,Saudi,Full,2012.0,3.5,160000.0,55500.0
Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2017.0,2.7,236000.0,75000.0
Rare,Riyadh,Rare,Automatic,Saudi,Semi Full,2013.0,3.8,185000.0,40000.0
Pajero,Riyadh,Mitsubishi,Automatic,Gulf Arabic,Semi Full,2018.0,3.5,108000.0,77000.0
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019.0,1.6,106787.0,48500.0
Rare,Al-Ahsa,Chevrolet,Automatic,Saudi,Standard,2011.0,3.6,138000.0,24000.0
Rare,Riyadh,Rare,Automatic,Saudi,Full,2015.0,3.8,194000.0,85000.0
Rare,Riyadh,Mercedes,Automatic,Gulf Arabic,Full,2016.0,3.0,121929.0,128500.0
Rare,Aseer,Kia,Automatic,Other,Standard,2014.0,1.2,150000.0,33000.0
Furniture,Riyadh,Toyota,Automatic,Saudi,Standard,2013.0,2.7,180000.0,45000.0
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019.0,1.4,115300.0,35000.0
Rare,Al-Ahsa,Rare,Automatic,Other,Full,2016.0,2.0,91000.0,69000.0
Rare,Riyadh,Toyota,Manual,Saudi,Standard,2017.0,2.7,143594.0,69000.0
Accord,Al-Ahsa,Honda,Automatic,Gulf Arabic,Full,2016.0,1.6,81000.0,63000.0
Hilux,Dammam,Toyota,Manual,Gulf Arabic,Standard,2016.0,2.7,182774.0,62000.0
Rare,Riyadh,BMW,Automatic,Gulf Arabic,Full,2015.0,1.6,72000.0,170000.0
Rare,Dammam,Mazda,Automatic,Saudi,Standard,2020.0,2.5,31200.0,110000.0
Rare,Jeddah,Rare,Automatic,Saudi,Standard,2014.0,2.5,88673.0,50000.0
Rare,Riyadh,Rare,Automatic,Saudi,Semi Full,2013.0,3.7,98100.0,71500.0
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2016.0,1.4,159626.0,27500.0
Rare,Dammam,BMW,Automatic,Saudi,Full,2018.0,2.0,96000.0,90000.0
Rare,Rare,Toyota,Automatic,Saudi,Standard,2020.0,2.0,30000.0,93000.0
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2012.0,2.1,215000.0,25500.0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020.0,2.5,12000.0,78000.0
Rare,Al-Medina,Mazda,Automatic,Saudi,Standard,2018.0,1.8,54000.0,54000.0
Prado,Jeddah,Toyota,Manual,Other,Full,2009.0,4.0,300000.0,50000.0
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2017.0,2.4,97000.0,68000.0
Rare,Al-Medina,Ford,Automatic,Saudi,Full,2017.0,2.8,28000.0,175000.0
Rare,Riyadh,Rare,Automatic,Saudi,Full,2017.0,5.0,150000.0,115000.0
Rare,Riyadh,Rare,Automatic,Saudi,Standard,2015.0,1.6,121913.0,29000.0
Prado,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2018.0,4.0,179858.0,121500.0
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018.0,1.5,68000.0,35000.0
Expedition,Al-Ahsa,Ford,Automatic,Saudi,Standard,2016.0,5.4,172000.0,76000.0
Rare,Taef,Mazda,Automatic,Saudi,Full,2015.0,2.5,234000.0,57000.0
Accent,Tabouk,Hyundai,Automatic,Saudi,Semi Full,2019.0,1.4,98000.0,36500.0
Taurus,Riyadh,Ford,Automatic,Saudi,Full,2015.0,3.5,180000.0,60000.0
Rare,Riyadh,Hyundai,Automatic,Saudi,Standard,2021.0,3.5,9000.0,122000.0
Hilux,Riyadh,Toyota,Manual,Saudi,Semi Full,2017.0,2.7,44000.0,78000.0
Prado,Riyadh,Toyota,Automatic,Saudi,Semi Full,2017.0,4.0,138000.0,132000.0
Rare,Dammam,Toyota,Manual,Saudi,Standard,2016.0,2.4,245743.0,65000.0
Cerato,Dammam,Kia,Automatic,Saudi,Standard,2018.0,1.6,57000.0,39500.0
Camry,Al-Medina,Toyota,Automatic,Saudi,Full,2020.0,2.5,10616.0,104500.0
Rare,Jeddah,Dodge,Automatic,Saudi,Full,2012.0,6.0,284000.0,33000.0
ES,Jeddah,Lexus,Automatic,Other,Full,2016.0,3.5,103000.0,102000.0
Rare,Riyadh,Honda,Automatic,Saudi,Semi Full,2016.0,3.5,185000.0,52000.0
Rare,Riyadh,Rare,Automatic,Saudi,Semi Full,2020.0,3.8,11000.0,125000.0
Rare,Jeddah,Rare,Automatic,Saudi,Full,2014.0,3.5,79000.0,85000.0
Rare,Riyadh,Rare,Automatic,Saudi,Standard,2020.0,1.4,41600.0,28000.0
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2018.0,1.6,142000.0,48000.0
Cerato,Jeddah,Kia,Automatic,Saudi,Semi Full,2016.0,1.6,112000.0,30000.0
Prado,Rare,Toyota,Automatic,Saudi,Semi Full,2009.0,4.0,85000.0,73000.0
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016.0,5.3,197000.0,105000.0
Accord,Qassim,Honda,Automatic,Gulf Arabic,Standard,2019.0,1.5,28000.0,88000.0
Rare,Riyadh,Nissan,Automatic,Saudi,Semi Full,2014.0,2.5,139337.0,36500.0
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018.0,1.5,128000.0,32000.0
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2017.0,3.5,123000.0,85000.0
Rare,Riyadh,Kia,Manual,Gulf Arabic,Semi Full,2019.0,3.3,72000.0,88000.0
Yaris,Dammam,Toyota,Automatic,Saudi,Standard,2016.0,1.5,126000.0,28000.0
Innova,Dammam,Toyota,Automatic,Saudi,Full,2016.0,2.7,101000.0,72000.0
Rare,Dammam,Nissan,Manual,Saudi,Standard,2016.0,2.4,204000.0,42000.0
Cerato,Jeddah,Kia,Automatic,Other,Full,2016.0,2.0,89000.0,40000.0
Rare,Riyadh,Nissan,Manual,Saudi,Semi Full,2016.0,4.8,307801.0,99000.0
Hilux,Rare,Toyota,Manual,Saudi,Full,2018.0,2.7,122000.0,65000.0
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2014.0,5.4,150000.0,52000.0
Rare,Riyadh,Rare,Automatic,Saudi,Standard,2018.0,2.0,164169.0,29500.0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2019.0,2.4,129413.0,57500.0
Rare,Qassim,Toyota,Automatic,Other,Semi Full,2016.0,3.5,110000.0,73000.0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2018.0,2.5,71629.0,50000.0
Rare,Riyadh,Kia,Automatic,Saudi,Standard,2015.0,3.3,89000.0,38000.0
Camry,Jeddah,Toyota,Automatic,Gulf Arabic,Standard,2014.0,2.5,130000.0,37000.0
Impala,Al-Ahsa,Chevrolet,Automatic,Other,Full,2015.0,3.6,169000.0,72000.0
Accord,Riyadh,Honda,Automatic,Gulf Arabic,Semi Full,2016.0,2.4,68000.0,66000.0
Rare,Makkah,Nissan,Manual,Saudi,Standard,2015.0,1.9,142000.0,39000.0
Rare,Riyadh,Chevrolet,Automatic,Gulf Arabic,Full,2017.0,2.0,62000.0,69000.0
Sierra,Riyadh,GMC,Automatic,Gulf Arabic,Full,2020.0,5.3,37000.0,159000.0
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2017.0,2.5,101732.0,61500.0
Taurus,Dammam,Ford,Automatic,Other,Full,2015.0,3.5,96000.0,85000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018.0,1.4,68000.0,27000.0
C,Dammam,Mercedes,Automatic,Other,Full,2015.0,2.0,82000.0,109000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018.0,1.4,106818.0,29500.0
Yaris,Rare,Toyota,Automatic,Saudi,Semi Full,2016.0,1.5,130000.0,30000.0
Rare,Qassim,Nissan,Automatic,Gulf Arabic,Semi Full,2015.0,2.5,13000.0,51000.0
Rare,Riyadh,Hyundai,Automatic,Saudi,Full,2013.0,3.0,284000.0,32000.0
Rare,Al-Ahsa,Kia,Automatic,Saudi,Full,2014.0,3.8,200350.0,40000.0
Rare,Aseer,Mercedes,Automatic,Saudi,Semi Full,2016.0,3.0,71000.0,138000.0
Rare,Khobar,Ford,Automatic,Gulf Arabic,Standard,2014.0,1.6,98000.0,23000.0
Sierra,Riyadh,GMC,Automatic,Saudi,Semi Full,2018.0,5.3,181313.0,131500.0
Rare,Riyadh,Rare,Automatic,Saudi,Semi Full,2013.0,3.0,74924.0,71500.0
Hilux,Dammam,Toyota,Manual,Gulf Arabic,Standard,2016.0,2.7,172632.0,63000.0
ES,Dammam,Lexus,Automatic,Other,Full,2017.0,3.0,69000.0,142000.0
Expedition,Khobar,Ford,Automatic,Saudi,Standard,2014.0,5.4,243500.0,45000.0
Rare,Al-Ahsa,Ford,Automatic,Saudi,Semi Full,2013.0,3.5,106000.0,45000.0
Rare,Jeddah,Hyundai,Automatic,Saudi,Full,2015.0,2.0,48000.0,47000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018.0,1.4,105000.0,35000.0
Rare,Riyadh,Toyota,Manual,Other,Standard,2016.0,2.7,99999.0,69000.0
Furniture,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2016.0,2.7,211000.0,69000.0
ES,Riyadh,Lexus,Automatic,Gulf Arabic,Full,2017.0,3.5,50000.0,127000.0
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Standard,2012.0,3.5,78276.0,41500.0
Rare,Jeddah,Mercedes,Automatic,Other,Full,2015.0,2.2,127000.0,85000.0
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2016.0,2.0,117000.0,39000.0
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017.0,1.4,71000.0,27500.0
Elantra,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2019.0,2.0,55000.0,60000.0
Rare,Jeddah,Mercedes,Automatic,Saudi,Full,2019.0,2.0,109007.0,160000.0
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Standard,2015.0,4.7,345417.0,135000.0
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2016.0,3.5,152000.0,60000.0
Rare,Riyadh,Kia,Automatic,Other,Standard,2014.0,6.0,259066.0,40000.0
ES,Riyadh,Lexus,Automatic,Gulf Arabic,Semi Full,2015.0,3.5,104000.0,105000.0
Taurus,Makkah,Ford,Automatic,Saudi,Semi Full,2016.0,3.5,175000.0,56008.0
Rare,Jeddah,Rare,Automatic,Saudi,Full,2019.0,2.0,47000.0,77000.0
Rare,Dammam,Toyota,Automatic,Saudi,Full,2016.0,5.7,150000.0,135000.0
